student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,aptitude_score,projects,placed,company_type,package_lpa,overall_skill_score,academic_performance_index,profile_strength,profile_development_score
6957,Female,24,BSc,Electrical,7.66,3,3,3,6,5,60,5,1,Service,12.39,23.666666666666668,61.599999999999994,11,11
6958,Female,20,BSc,Electrical,5.62,1,1,1,10,8,96,2,0,,0.0,38.0,51.2,4,4
6959,Female,24,BTech,DS,7.53,3,3,2,7,8,48,0,0,,0.0,21.0,60.3,5,5
6960,Male,23,BSc,DS,9.37,2,0,0,2,9,94,5,0,,0.0,35.0,83.69999999999999,5,5
6961,Male,23,BTech,CS,8.72,3,2,2,6,1,67,3,1,Product,5.71,24.666666666666668,72.2,7,7
6962,Female,22,BE,IT,9.56,0,0,0,5,1,46,0,0,,0.0,17.333333333333332,95.60000000000001,0,0
6963,Male,21,BCA,Mechanical,6.47,2,2,0,3,9,57,0,0,,0.0,23.0,54.7,2,2
6964,Male,21,BSc,AI,7.78,2,0,5,9,7,89,4,1,Product,9.99,35.0,67.8,9,9
6965,Female,20,BTech,Mechanical,6.87,3,3,5,5,9,81,5,1,Service,7.19,31.666666666666668,53.7,13,13
6966,Female,24,BE,DS,7.62,1,3,5,8,2,98,0,1,Product,10.56,36.0,71.2,8,8
6967,Female,20,BSc,AI,7.9,1,1,4,4,8,72,4,0,,0.0,28.0,74.0,9,9
6968,Female,22,BTech,AI,5.66,1,2,4,6,1,85,1,0,,0.0,30.666666666666668,51.6,7,7
6969,Female,22,BTech,Mechanical,6.5,0,3,2,4,4,62,4,0,,0.0,23.333333333333332,65.0,9,9
6970,Male,21,BE,Mechanical,8.53,3,2,2,4,8,92,1,0,,0.0,34.666666666666664,70.3,5,5
6971,Female,22,BSc,Mechanical,8.82,1,3,0,9,4,40,2,0,,0.0,17.666666666666668,83.2,5,5
6972,Female,24,BSc,Mechanical,7.95,0,1,4,5,3,94,3,1,Service,5.87,34.0,79.5,8,8
6973,Female,23,BCA,IT,6.66,2,3,2,1,7,78,2,0,,0.0,28.666666666666668,56.599999999999994,7,7
6974,Male,22,BSc,CS,7.24,1,3,4,7,5,97,2,1,Product,4.5,36.333333333333336,67.4,9,9
6975,Female,20,BTech,CS,5.91,2,1,1,3,1,58,2,0,,0.0,20.666666666666668,49.1,4,4
6976,Female,24,BCA,Mechanical,9.6,1,0,0,3,4,58,1,0,,0.0,21.666666666666668,91.0,1,1
6977,Female,22,BCA,CS,9.24,3,2,5,6,4,43,5,0,,0.0,17.666666666666668,77.4,12,12
6978,Male,22,BSc,Mechanical,5.78,2,0,4,3,1,46,0,0,,0.0,16.666666666666668,47.800000000000004,4,4
6979,Female,24,BCA,Mechanical,6.22,3,0,2,1,10,68,4,0,,0.0,26.333333333333332,47.199999999999996,6,6
6980,Female,22,BTech,Mechanical,8.0,0,0,0,6,5,87,2,1,Service,3.69,32.666666666666664,80.0,2,2
6981,Female,23,BTech,Electrical,6.5,2,2,3,7,2,78,2,1,Service,11.58,29.0,55.0,7,7
6982,Male,21,BE,IT,9.52,0,1,0,5,8,50,0,0,,0.0,21.0,95.19999999999999,1,1
6983,Female,24,BTech,DS,8.75,1,3,1,1,9,68,2,0,,0.0,26.0,82.5,6,6
6984,Female,20,BE,CS,6.68,1,3,0,2,2,47,1,0,,0.0,17.0,61.8,4,4
6985,Female,22,BCA,CS,5.53,1,0,5,2,10,84,1,0,,0.0,32.0,50.300000000000004,6,6
6986,Male,21,BE,IT,8.94,0,2,5,10,10,48,5,0,,0.0,22.666666666666668,89.39999999999999,12,12
6987,Female,20,BSc,IT,7.32,1,0,4,8,4,44,0,0,,0.0,18.666666666666668,68.2,4,4
6988,Female,20,BE,Mechanical,8.26,3,1,4,8,2,70,1,1,Service,7.58,26.666666666666668,67.6,6,6
6989,Female,23,BSc,Mechanical,6.73,0,3,2,8,5,49,5,0,,0.0,20.666666666666668,67.30000000000001,10,10
6990,Male,21,BCA,Electrical,6.11,0,3,2,2,7,82,2,0,,0.0,30.333333333333332,61.1,7,7
6991,Male,24,BE,Electrical,8.4,2,3,0,5,5,63,5,1,Product,9.76,24.333333333333332,74.0,8,8
6992,Female,21,BTech,DS,7.44,1,3,5,5,5,56,2,0,,0.0,22.0,69.4,10,10
6993,Male,21,BSc,CS,6.51,2,1,0,4,2,86,3,0,,0.0,30.666666666666668,55.099999999999994,4,4
6994,Male,20,BCA,IT,6.09,0,2,5,8,3,50,5,0,,0.0,20.333333333333332,60.9,12,12
6995,Male,23,BTech,DS,8.0,2,2,0,8,6,73,3,1,Startup,13.13,29.0,70.0,5,5
6996,Female,23,BSc,CS,8.62,3,1,4,9,6,63,0,1,Service,7.18,26.0,71.19999999999999,5,5
6997,Female,21,BCA,DS,6.72,1,3,4,4,1,47,2,0,,0.0,17.333333333333332,62.2,9,9
6998,Male,21,BCA,DS,8.66,0,2,3,1,1,96,2,0,,0.0,32.666666666666664,86.6,7,7
6999,Male,22,BTech,Mechanical,6.29,2,1,3,9,10,83,4,0,,0.0,34.0,52.9,8,8
7000,Male,20,BCA,DS,6.96,1,0,3,1,9,78,5,0,,0.0,29.333333333333332,64.6,8,8
7001,Female,24,BE,Mechanical,8.7,3,1,2,4,2,63,1,0,,0.0,23.0,72.0,4,4
7002,Female,24,BCA,CS,8.34,1,3,4,10,2,41,0,0,,0.0,17.666666666666668,78.4,7,7
7003,Male,23,BSc,Electrical,6.66,2,3,0,1,9,47,0,0,,0.0,19.0,56.599999999999994,3,3
7004,Male,20,BSc,CS,6.03,3,3,0,3,5,70,5,0,,0.0,26.0,45.300000000000004,8,8
7005,Male,23,BSc,Mechanical,5.68,0,0,3,3,6,86,1,0,,0.0,31.666666666666668,56.8,4,4
7006,Male,24,BE,Electrical,9.1,3,2,2,7,3,83,4,1,Product,10.14,31.0,76.0,8,8
7007,Female,21,BTech,AI,5.82,1,3,2,3,7,74,3,0,,0.0,28.0,53.2,8,8
7008,Male,20,BE,Electrical,5.99,0,0,3,6,2,97,4,0,,0.0,35.0,59.900000000000006,7,7
7009,Female,20,BE,DS,6.52,1,1,0,10,5,43,3,0,,0.0,19.333333333333332,60.19999999999999,4,4
7010,Male,22,BE,CS,7.42,0,2,2,4,4,51,3,0,,0.0,19.666666666666668,74.2,7,7
7011,Male,21,BCA,DS,8.9,3,2,5,6,8,94,4,1,Product,6.01,36.0,74.0,11,11
7012,Male,21,BTech,Electrical,6.56,0,1,5,9,2,78,0,1,Startup,5.27,29.666666666666668,65.6,6,6
7013,Male,23,BCA,AI,7.84,1,2,1,7,1,55,2,0,,0.0,21.0,73.4,5,5
7014,Male,20,BE,DS,5.89,2,1,5,1,2,61,0,0,,0.0,21.333333333333332,48.9,6,6
7015,Female,23,BSc,AI,7.5,2,0,3,8,2,56,2,0,,0.0,22.0,65.0,5,5
7016,Male,21,BE,IT,6.26,2,3,0,4,8,64,0,0,,0.0,25.333333333333332,52.599999999999994,3,3
7017,Male,22,BTech,AI,6.41,0,0,1,8,1,90,4,0,,0.0,33.0,64.1,5,5
7018,Male,20,BSc,CS,7.08,2,3,4,3,1,97,4,0,,0.0,33.666666666666664,60.8,11,11
7019,Female,21,BTech,Electrical,8.77,2,2,0,10,10,54,4,0,,0.0,24.666666666666668,77.69999999999999,6,6
7020,Female,22,BE,Mechanical,8.7,1,1,1,5,1,59,5,0,,0.0,21.666666666666668,82.0,7,7
7021,Female,24,BTech,Mechanical,7.28,3,1,4,3,3,70,2,0,,0.0,25.333333333333332,57.8,7,7
7022,Female,21,BCA,DS,6.01,0,0,2,3,5,89,0,0,,0.0,32.333333333333336,60.099999999999994,2,2
7023,Male,24,BSc,Electrical,6.71,2,0,0,3,8,44,3,0,,0.0,18.333333333333332,57.099999999999994,3,3
7024,Male,23,BTech,IT,7.67,1,2,0,4,8,69,5,0,,0.0,27.0,71.7,7,7
7025,Male,24,BSc,DS,9.24,0,1,2,3,10,93,0,0,,0.0,35.333333333333336,92.4,3,3
7026,Female,21,BSc,AI,9.66,1,3,0,2,5,98,0,0,,0.0,35.0,91.6,3,3
7027,Male,24,BE,Mechanical,8.24,3,2,3,6,5,93,1,1,Service,8.81,34.666666666666664,67.4,6,6
7028,Male,20,BE,AI,7.01,2,2,1,1,7,66,0,0,,0.0,24.666666666666668,60.099999999999994,3,3
7029,Female,21,BSc,Mechanical,8.48,0,2,4,5,1,85,5,1,Service,7.03,30.333333333333332,84.80000000000001,11,11
7030,Female,22,BTech,Mechanical,6.95,0,1,4,6,1,53,3,0,,0.0,20.0,69.5,8,8
7031,Female,24,BSc,Mechanical,8.19,2,0,1,1,1,85,0,0,,0.0,29.0,71.89999999999999,1,1
7032,Male,20,BE,Electrical,6.55,1,1,3,1,8,56,1,0,,0.0,21.666666666666668,60.5,5,5
7033,Male,23,BTech,CS,6.65,3,3,0,7,8,69,1,1,Startup,12.38,28.0,51.5,4,4
7034,Female,23,BSc,Electrical,5.82,0,1,2,6,4,85,3,0,,0.0,31.666666666666668,58.2,6,6
7035,Male,24,BE,AI,7.31,0,3,2,9,5,43,5,0,,0.0,19.0,73.1,10,10
7036,Female,23,BSc,Electrical,8.16,3,3,0,4,7,81,0,0,,0.0,30.666666666666668,66.6,3,3
7037,Female,22,BSc,DS,8.89,0,3,5,3,6,43,4,0,,0.0,17.333333333333332,88.9,12,12
7038,Male,21,BSc,IT,8.98,3,1,4,6,2,42,4,0,,0.0,16.666666666666668,74.80000000000001,9,9
7039,Female,20,BTech,DS,9.77,2,3,1,8,7,46,1,0,,0.0,20.333333333333332,87.69999999999999,5,5
7040,Female,24,BE,Electrical,5.88,3,3,1,5,2,91,3,0,,0.0,32.666666666666664,43.8,7,7
7041,Female,23,BE,AI,7.62,3,2,4,3,4,78,4,0,,0.0,28.333333333333332,61.2,10,10
7042,Male,21,BCA,IT,7.74,1,2,1,3,4,74,1,0,,0.0,27.0,72.4,4,4
7043,Female,22,BSc,DS,8.96,3,1,4,1,5,52,1,0,,0.0,19.333333333333332,74.60000000000001,6,6
7044,Female,23,BSc,IT,6.65,2,2,3,6,1,75,5,1,Product,6.41,27.333333333333332,56.5,10,10
7045,Female,23,BCA,AI,5.8,0,2,0,10,3,90,0,0,,0.0,34.333333333333336,58.0,2,2
7046,Female,20,BSc,Mechanical,6.85,1,0,4,7,8,75,5,1,Service,11.94,30.0,63.5,9,9
7047,Female,22,BTech,AI,9.73,3,1,3,9,6,86,3,1,Product,9.4,33.666666666666664,82.30000000000001,7,7
7048,Female,22,BCA,CS,9.37,1,1,4,6,3,67,4,1,Service,10.68,25.333333333333332,88.69999999999999,9,9
7049,Female,24,BE,IT,7.2,2,2,3,8,2,97,0,1,Product,14.33,35.666666666666664,62.0,5,5
7050,Male,20,BSc,AI,9.27,2,1,3,6,6,91,2,1,Product,14.31,34.333333333333336,82.69999999999999,6,6
7051,Male,24,BE,Mechanical,5.64,0,1,3,2,3,71,3,0,,0.0,25.333333333333332,56.4,7,7
7052,Female,20,BSc,Mechanical,6.85,2,1,0,3,7,83,1,0,,0.0,31.0,58.5,2,2
7053,Male,22,BCA,AI,8.63,2,1,4,1,7,53,0,0,,0.0,20.333333333333332,76.30000000000001,5,5
7054,Male,20,BE,DS,6.45,3,2,5,5,2,75,4,0,,0.0,27.333333333333332,49.5,11,11
7055,Female,20,BSc,AI,6.35,2,0,4,6,4,74,1,0,,0.0,28.0,53.5,5,5
7056,Male,20,BTech,Mechanical,9.21,2,2,4,6,3,98,1,1,Startup,7.9,35.666666666666664,82.10000000000001,7,7
7057,Female,21,BCA,AI,8.15,2,0,3,2,8,77,4,0,,0.0,29.0,71.5,7,7
7058,Female,21,BSc,CS,9.75,0,1,1,1,8,86,2,0,,0.0,31.666666666666668,97.5,4,4
7059,Female,22,BSc,DS,6.08,3,3,1,7,4,99,5,0,,0.0,36.666666666666664,45.8,9,9
7060,Female,20,BSc,AI,7.03,3,1,4,4,4,44,3,0,,0.0,17.333333333333332,55.3,8,8
7061,Female,22,BCA,Mechanical,6.84,1,1,1,9,6,45,3,0,,0.0,20.0,63.400000000000006,5,5
7062,Male,21,BSc,AI,9.28,2,3,5,8,6,51,1,0,,0.0,21.666666666666668,82.8,9,9
7063,Female,20,BSc,AI,6.6,1,1,1,6,6,78,0,1,Product,8.69,30.0,61.0,2,2
7064,Male,24,BE,IT,7.02,1,1,1,10,2,91,2,1,Service,3.92,34.333333333333336,65.19999999999999,4,4
7065,Female,21,BE,AI,6.11,2,3,3,3,8,82,2,0,,0.0,31.0,51.1,8,8
7066,Female,21,BCA,CS,8.83,3,1,4,8,7,96,1,1,Service,10.21,37.0,73.3,6,6
7067,Female,21,BCA,Mechanical,6.52,2,1,5,10,2,88,5,1,Service,11.02,33.333333333333336,55.19999999999999,11,11
7068,Male,20,BTech,Electrical,5.79,1,0,5,1,8,51,0,0,,0.0,20.0,52.9,5,5
7069,Female,23,BSc,IT,7.37,0,2,4,9,1,47,5,0,,0.0,19.0,73.7,11,11
7070,Female,24,BE,Electrical,7.18,1,1,5,10,10,84,5,1,Product,11.87,34.666666666666664,66.8,11,11
7071,Female,24,BE,AI,6.26,3,1,2,9,7,57,4,0,,0.0,24.333333333333332,47.599999999999994,7,7
7072,Female,22,BSc,DS,6.07,0,1,2,10,6,90,5,0,,0.0,35.333333333333336,60.7,8,8
7073,Male,20,BSc,CS,9.36,1,0,1,8,9,57,4,0,,0.0,24.666666666666668,88.6,5,5
7074,Female,21,BCA,CS,5.79,2,1,4,10,3,49,1,0,,0.0,20.666666666666668,47.9,6,6
7075,Male,23,BTech,CS,5.93,3,2,1,4,9,45,5,0,,0.0,19.333333333333332,44.3,8,8
7076,Female,20,BTech,IT,6.55,0,3,3,9,5,44,0,0,,0.0,19.333333333333332,65.5,6,6
7077,Male,20,BCA,AI,9.6,3,0,4,9,5,84,2,1,Startup,4.5,32.666666666666664,81.0,6,6
7078,Male,23,BCA,CS,5.87,1,3,5,10,6,62,2,0,,0.0,26.0,53.7,10,10
7079,Female,21,BE,AI,9.01,3,0,3,5,3,64,2,1,Product,13.44,24.0,75.1,5,5
7080,Female,20,BCA,DS,9.34,0,1,3,6,4,46,3,0,,0.0,18.666666666666668,93.4,7,7
7081,Male,24,BTech,AI,7.12,2,0,4,7,10,82,2,1,Product,4.21,33.0,61.2,6,6
7082,Female,24,BE,Electrical,6.76,0,1,1,9,6,96,4,1,Service,11.79,37.0,67.6,6,6
7083,Female,23,BTech,AI,8.41,3,3,2,7,5,84,0,1,Product,8.48,32.0,69.1,5,5
7084,Female,21,BSc,AI,8.52,2,3,1,1,10,44,2,0,,0.0,18.333333333333332,75.19999999999999,6,6
7085,Male,23,BTech,Mechanical,8.85,2,2,2,9,8,70,5,1,Product,9.74,29.0,78.5,9,9
7086,Female,20,BE,Electrical,9.07,3,2,0,6,7,58,1,0,,0.0,23.666666666666668,75.7,3,3
7087,Female,24,BTech,IT,6.65,0,0,2,2,1,90,5,0,,0.0,31.0,66.5,7,7
7088,Female,22,BE,AI,8.45,2,0,4,10,6,75,1,1,Startup,14.76,30.333333333333332,74.5,5,5
7089,Male,23,BE,CS,6.08,2,1,2,9,5,83,4,0,,0.0,32.333333333333336,50.8,7,7
7090,Female,22,BCA,Mechanical,7.7,3,3,0,1,10,89,2,0,,0.0,33.333333333333336,62.0,5,5
7091,Male,22,BTech,AI,8.14,2,3,5,5,9,74,4,1,Startup,10.35,29.333333333333332,71.4,12,12
7092,Female,24,BCA,Mechanical,6.2,0,0,5,9,3,82,4,0,,0.0,31.333333333333332,62.0,9,9
7093,Male,23,BCA,IT,5.83,2,3,2,1,4,96,4,0,,0.0,33.666666666666664,48.3,9,9
7094,Female,22,BTech,Mechanical,6.34,1,2,1,2,4,48,3,0,,0.0,18.0,58.4,6,6
7095,Female,20,BE,CS,7.31,2,0,2,7,4,99,2,1,Product,9.91,36.666666666666664,63.099999999999994,4,4
7096,Male,21,BSc,AI,9.32,1,2,4,10,9,63,1,1,Startup,11.95,27.333333333333332,88.2,7,7
7097,Male,21,BTech,CS,7.79,0,1,4,2,8,57,5,0,,0.0,22.333333333333332,77.9,10,10
7098,Male,24,BCA,DS,8.72,1,2,3,9,9,83,3,1,Product,5.33,33.666666666666664,82.2,8,8
7099,Female,23,BCA,Mechanical,6.25,2,0,1,9,4,48,4,0,,0.0,20.333333333333332,52.5,5,5
7100,Female,23,BE,Mechanical,5.96,2,2,1,10,3,92,1,0,,0.0,35.0,49.6,4,4
7101,Female,21,BCA,Mechanical,6.53,3,2,2,8,5,95,5,1,Startup,12.46,36.0,50.3,9,9
7102,Female,20,BSc,Electrical,6.85,3,0,2,2,2,77,4,0,,0.0,27.0,53.5,6,6
7103,Male,21,BCA,IT,7.86,2,1,4,10,5,73,3,1,Product,7.39,29.333333333333332,68.60000000000001,8,8
7104,Female,21,BE,Electrical,9.29,2,2,3,3,2,72,0,0,,0.0,25.666666666666668,82.89999999999999,5,5
7105,Female,23,BTech,CS,7.33,2,0,0,3,10,43,4,0,,0.0,18.666666666666668,63.3,4,4
7106,Female,22,BE,DS,7.73,2,2,2,8,2,59,4,0,,0.0,23.0,67.30000000000001,8,8
7107,Female,20,BCA,IT,5.52,0,2,1,8,7,62,5,0,,0.0,25.666666666666668,55.199999999999996,8,8
7108,Female,23,BE,IT,5.64,2,3,5,6,10,89,1,0,,0.0,35.0,46.4,9,9
7109,Female,21,BCA,AI,5.86,1,2,2,7,4,75,1,0,,0.0,28.666666666666668,53.6,5,5
7110,Female,22,BE,DS,8.51,3,1,3,1,6,65,4,0,,0.0,24.0,70.1,8,8
7111,Male,20,BTech,Mechanical,7.59,1,2,1,8,9,82,2,1,Startup,5.12,33.0,70.9,5,5
7112,Female,24,BCA,Electrical,6.33,1,0,5,7,10,40,1,0,,0.0,19.0,58.3,6,6
7113,Female,20,BSc,Mechanical,8.05,0,0,5,5,3,78,0,1,Service,9.5,28.666666666666668,80.5,5,5
7114,Female,20,BSc,AI,7.84,1,3,3,5,1,82,0,1,Service,11.62,29.333333333333332,73.4,6,6
7115,Female,21,BSc,Electrical,5.88,1,3,1,2,3,71,4,0,,0.0,25.333333333333332,53.8,8,8
7116,Male,21,BSc,Mechanical,8.25,1,2,2,1,3,87,1,0,,0.0,30.333333333333332,77.5,5,5
7117,Male,24,BCA,CS,8.8,3,3,3,9,3,90,0,1,Product,11.39,34.0,73.0,6,6
7118,Male,24,BCA,Mechanical,6.73,0,1,4,10,4,67,3,1,Product,7.9,27.0,67.30000000000001,8,8
7119,Male,24,BTech,Electrical,8.46,1,3,1,3,3,63,5,0,,0.0,23.0,79.60000000000001,9,9
7120,Male,23,BE,CS,6.36,1,0,3,5,5,52,5,0,,0.0,20.666666666666668,58.6,8,8
7121,Male,23,BCA,AI,8.75,0,3,3,8,8,99,0,1,Service,5.63,38.333333333333336,87.5,6,6
7122,Female,21,BSc,AI,9.42,2,1,0,7,3,72,1,1,Product,3.13,27.333333333333332,84.2,2,2
7123,Male,21,BCA,CS,7.4,1,1,0,7,10,51,4,0,,0.0,22.666666666666668,69.0,5,5
7124,Male,24,BSc,Electrical,6.55,3,3,5,10,6,72,0,1,Startup,11.82,29.333333333333332,50.5,8,8
7125,Female,23,BTech,Electrical,7.22,3,3,2,10,1,53,4,0,,0.0,21.333333333333332,57.2,9,9
7126,Male,22,BE,Mechanical,6.58,2,3,4,10,4,52,3,0,,0.0,22.0,55.8,10,10
7127,Female,23,BCA,AI,5.51,1,0,4,4,1,87,5,0,,0.0,30.666666666666668,50.099999999999994,9,9
7128,Female,21,BE,AI,8.3,0,0,3,10,2,96,0,1,Service,6.98,36.0,83.0,3,3
7129,Male,23,BSc,CS,5.68,2,1,3,4,3,76,4,0,,0.0,27.666666666666668,46.8,8,8
7130,Female,21,BSc,AI,6.4,3,3,5,10,5,66,0,0,,0.0,27.0,49.0,8,8
7131,Male,24,BE,Mechanical,8.61,3,2,3,6,9,43,5,0,,0.0,19.333333333333332,71.1,10,10
7132,Male,24,BTech,AI,8.36,0,1,1,10,9,43,0,0,,0.0,20.666666666666668,83.6,2,2
7133,Female,24,BE,CS,5.82,2,0,2,4,3,79,1,0,,0.0,28.666666666666668,48.2,3,3
7134,Female,22,BE,Mechanical,8.34,0,1,2,7,8,96,5,1,Service,13.81,37.0,83.4,8,8
7135,Male,22,BCA,DS,9.5,2,0,0,2,2,86,1,0,,0.0,30.0,85.0,1,1
7136,Female,21,BCA,CS,5.82,2,2,5,7,9,55,2,0,,0.0,23.666666666666668,48.2,9,9
7137,Female,20,BSc,DS,7.29,2,3,3,3,4,78,1,0,,0.0,28.333333333333332,62.900000000000006,7,7
7138,Male,22,BCA,AI,8.64,1,3,3,8,2,79,1,1,Startup,8.85,29.666666666666668,81.4,7,7
7139,Male,21,BTech,Mechanical,8.37,3,3,1,5,5,57,2,0,,0.0,22.333333333333332,68.69999999999999,6,6
7140,Female,23,BTech,AI,6.47,3,2,3,9,7,55,2,0,,0.0,23.666666666666668,49.7,7,7
7141,Male,24,BTech,Mechanical,6.2,3,2,3,4,6,86,0,0,,0.0,32.0,47.0,5,5
7142,Male,24,BSc,IT,8.87,2,2,2,5,9,70,0,1,Service,5.99,28.0,78.69999999999999,4,4
7143,Male,24,BTech,AI,9.61,2,2,3,1,7,65,0,0,,0.0,24.333333333333332,86.1,5,5
7144,Male,21,BTech,AI,8.8,1,0,5,3,6,62,1,0,,0.0,23.666666666666668,83.0,6,6
7145,Male,24,BCA,AI,9.64,3,1,1,4,8,91,4,0,,0.0,34.333333333333336,81.4,6,6
7146,Male,22,BSc,Electrical,8.1,3,2,1,9,7,95,5,1,Service,14.31,37.0,66.0,8,8
7147,Male,23,BE,CS,9.5,1,0,4,8,7,97,4,1,Product,13.72,37.333333333333336,90.0,8,8
7148,Female,24,BTech,Electrical,8.47,3,1,4,2,8,95,5,0,,0.0,35.0,69.7,10,10
7149,Male,21,BCA,Mechanical,9.41,0,1,0,6,6,87,1,1,Service,13.53,33.0,94.1,2,2
7150,Female,23,BE,Mechanical,6.19,0,2,1,4,10,87,3,0,,0.0,33.666666666666664,61.900000000000006,6,6
7151,Female,24,BTech,Mechanical,9.01,1,2,5,5,5,97,0,1,Product,5.1,35.666666666666664,85.1,7,7
7152,Female,20,BE,CS,6.35,3,1,1,10,4,41,1,0,,0.0,18.333333333333332,48.5,3,3
7153,Male,24,BE,Mechanical,5.62,1,1,5,9,8,96,3,0,,0.0,37.666666666666664,51.2,9,9
7154,Male,22,BSc,Electrical,7.73,1,0,5,4,9,77,0,0,,0.0,30.0,72.30000000000001,5,5
7155,Female,23,BSc,Electrical,6.87,1,2,2,5,9,50,2,0,,0.0,21.333333333333332,63.7,6,6
7156,Male,22,BTech,AI,5.69,3,1,4,7,4,44,1,0,,0.0,18.333333333333332,41.900000000000006,6,6
7157,Female,20,BTech,DS,9.72,1,1,5,7,9,86,3,1,Startup,13.29,34.0,92.2,9,9
7158,Male,20,BSc,IT,8.37,3,3,0,6,2,53,4,0,,0.0,20.333333333333332,68.69999999999999,7,7
7159,Male,22,BTech,Mechanical,9.38,0,2,2,3,7,55,1,0,,0.0,21.666666666666668,93.80000000000001,5,5
7160,Female,23,BTech,CS,9.8,1,0,5,1,4,87,4,0,,0.0,30.666666666666668,93.0,9,9
7161,Female,20,BSc,CS,7.19,1,0,2,9,4,80,3,1,Service,13.69,31.0,66.9,5,5
7162,Female,20,BE,Mechanical,6.6,3,3,4,6,8,90,1,1,Service,5.44,34.666666666666664,51.0,8,8
7163,Male,24,BTech,DS,6.29,0,2,2,3,3,76,1,0,,0.0,27.333333333333332,62.9,5,5
7164,Female,21,BCA,Electrical,7.72,3,0,4,1,5,60,1,0,,0.0,22.0,62.2,5,5
7165,Male,20,BSc,Mechanical,8.11,2,3,1,6,5,47,5,0,,0.0,19.333333333333332,71.1,9,9
7166,Male,23,BTech,CS,7.53,3,0,1,3,3,53,1,0,,0.0,19.666666666666668,60.3,2,2
7167,Male,23,BTech,IT,7.17,0,0,4,1,4,48,2,0,,0.0,17.666666666666668,71.7,6,6
7168,Female,24,BSc,DS,6.22,0,3,5,5,9,51,1,0,,0.0,21.666666666666668,62.199999999999996,9,9
7169,Female,23,BCA,Mechanical,7.4,1,1,3,1,3,54,3,0,,0.0,19.333333333333332,69.0,7,7
7170,Female,24,BCA,IT,5.87,3,1,3,3,10,64,3,0,,0.0,25.666666666666668,43.7,7,7
7171,Male,20,BSc,Mechanical,9.22,3,0,0,3,9,60,2,0,,0.0,24.0,77.2,2,2
7172,Male,20,BCA,DS,5.7,2,2,3,6,10,85,1,0,,0.0,33.666666666666664,47.0,6,6
7173,Female,20,BTech,CS,7.14,0,2,0,4,1,73,1,0,,0.0,26.0,71.39999999999999,3,3
7174,Male,20,BCA,Electrical,5.93,3,2,4,8,5,65,0,0,,0.0,26.0,44.3,6,6
7175,Male,21,BTech,Electrical,8.83,2,3,5,3,5,93,0,0,,0.0,33.666666666666664,78.3,8,8
7176,Female,21,BE,DS,6.84,3,0,4,8,9,43,4,0,,0.0,20.0,53.400000000000006,8,8
7177,Female,20,BCA,AI,5.99,0,3,4,7,8,64,2,0,,0.0,26.333333333333332,59.900000000000006,9,9
7178,Female,23,BE,Electrical,7.79,1,2,0,2,7,79,0,0,,0.0,29.333333333333332,72.9,2,2
7179,Male,24,BSc,Mechanical,9.44,3,3,2,8,1,71,3,1,Startup,14.74,26.666666666666668,79.39999999999999,8,8
7180,Male,22,BCA,IT,9.41,0,1,0,1,7,68,3,0,,0.0,25.333333333333332,94.1,4,4
7181,Male,24,BTech,IT,6.57,0,2,5,9,2,61,3,1,Startup,3.17,24.0,65.7,10,10
7182,Male,22,BCA,Electrical,8.59,0,2,5,7,9,73,2,1,Startup,7.77,29.666666666666668,85.9,9,9
7183,Male,22,BSc,DS,5.63,2,1,2,6,3,58,5,0,,0.0,22.333333333333332,46.3,8,8
7184,Female,20,BSc,DS,6.07,2,1,1,8,9,89,3,0,,0.0,35.333333333333336,50.7,5,5
7185,Male,22,BTech,DS,7.65,1,0,1,9,5,45,0,0,,0.0,19.666666666666668,71.5,1,1
7186,Male,20,BCA,IT,6.48,3,3,2,8,4,59,0,0,,0.0,23.666666666666668,49.80000000000001,5,5
7187,Male,21,BE,CS,8.93,2,0,5,6,5,55,4,0,,0.0,22.0,79.3,9,9
7188,Female,23,BSc,IT,9.5,2,0,2,4,2,72,4,0,,0.0,26.0,85.0,6,6
7189,Female,22,BSc,CS,5.52,2,0,3,9,8,48,2,0,,0.0,21.666666666666668,45.199999999999996,5,5
7190,Female,23,BTech,DS,6.5,3,0,2,8,8,61,4,1,Service,12.07,25.666666666666668,50.0,6,6
7191,Male,20,BCA,AI,7.39,1,1,2,8,8,73,2,1,Product,8.51,29.666666666666668,68.89999999999999,5,5
7192,Female,22,BE,IT,7.92,1,1,4,3,8,86,1,0,,0.0,32.333333333333336,74.2,6,6
7193,Female,24,BCA,DS,9.44,1,3,0,10,7,58,4,0,,0.0,25.0,89.39999999999999,7,7
7194,Female,21,BCA,IT,9.34,3,3,2,9,2,95,2,1,Startup,11.92,35.333333333333336,78.4,7,7
7195,Male,21,BE,DS,8.24,3,3,4,7,8,80,0,1,Product,8.31,31.666666666666668,67.4,7,7
7196,Female,22,BTech,IT,6.61,1,1,2,1,6,80,4,0,,0.0,29.0,61.10000000000001,7,7
7197,Male,21,BSc,Mechanical,8.87,0,2,3,2,5,76,4,0,,0.0,27.666666666666668,88.69999999999999,9,9
7198,Male,24,BTech,IT,6.37,3,2,2,2,2,43,5,0,,0.0,15.666666666666666,48.7,9,9
7199,Female,23,BTech,Mechanical,9.65,3,3,2,1,3,44,2,0,,0.0,16.0,81.5,7,7
